﻿EARTHID,CENTERLON,CENTERLAT,CENTERX,CENTERY,LEFTLOST,REALLEFTLON,REALRIGHTLON,REALTOPLAT,REALBOTTOMLAT,ANGLEPER100LON,ANGLEPER100LAT
5325,135,-16.5,500000,-1824973.87399879,83.90574542,132.00078559,138.00078559,-15,-18,0.00093628,0.00090364   
5326,135,-13.5,500000,-1493027.12455401,76.38115199,132.00070522,138.00070522,-12,-15,0.00092329,0.00090387   
5327,135,-10.5,500000,-1161159.55772507,56.06850236,132.00051197,138.00051197,-9,-12,0.00091312,0.00090407    
5328,135,-7.5,500000,-829354.47331754,32.48521928,132.00029419,138.00029419,-6,-9,0.00090561,0.00090421       
5329,135,-4.5,500000,-497594.50252586,12.7834274,132.00011514,138.00011514,-3,-6,0.00090067,0.00090431        
5330,135,-1.5,500000,-165861.79418815,1.7378567,132.00001561,138.00001561,0,-3,0.00089821,0.00090436          
5331,135,1.5,500000,165861.79418815,1.7378567,132.00001561,138.00001561,3,0,0.00089821,0.00090436             
5332,135,4.5,500000,497594.50252586,12.7834274,132.00011514,138.00011514,6,3,0.00090067,0.00090431            
5333,135,7.5,500000,829354.47331754,32.48521928,132.00029419,138.00029419,9,6,0.00090561,0.00090421           
5334,135,10.5,500000,1161159.55772507,56.06850236,132.00051197,138.00051197,12,9,0.00091312,0.00090407        
5335,135,13.5,500000,1493027.12455401,76.38115199,132.00070522,138.00070522,15,12,0.00092329,0.00090387       
5336,135,16.5,500000,1824973.87399879,83.90574542,132.00078559,138.00078559,18,15,0.00093628,0.00090364       
5337,135,19.5,500000,2157015.65802494,66.77590742,132.00063589,138.00063589,21,18,0.00095228,0.00090336       
5338,135,22.5,500000,2489167.30921038,10.79708313,132.0001049,138.0001049,24,21,0.00097154,0.00090304         
5339,135,25.5,500000,2821442.47981127,99.4719521,132.00098911,138.00098911,27,24,0.00099436,0.00090269        
5340,135,28.5,500000,3153853.4927457,14.03072666,132.00014327,138.00014327,30,27,0.00102115,0.0009023         
5341,135,31.5,500000,3486411.20610157,33.46660029,132.0003522,138.0003522,33,30,0.00105239,0.00090189         
5342,135,34.5,500000,3819124.89267168,34.5766259,132.00037643,138.00037643,36,33,0.00108867,0.00090146        
5343,135,37.5,500000,4152002.13589837,92.00830929,132.00104039,138.00104039,39,36,0.00113076,0.00090101       
5344,135,40.5,500000,4485048.7434723,78.31219901,132.00092378,138.00092378,42,39,0.00117961,0.00090054        
5345,135,43.5,500000,4818268.67967382,64.00073932,132.00079132,138.00079132,45,42,0.00123642,0.00090007       
5346,135,46.5,500000,5151664.0173716,17.6136281,132.00022946,138.00022946,48,45,0.00130275,0.0008996          
5347,135,49.5,500000,5485234.9104024,5.78988637,132.00007994,138.00007994,51,48,0.00138062,0.00089912         
5348,135,52.5,500000,5818979.58684792,93.34679988,132.00137472,138.00137472,54,51,0.00147271,0.00089866       
5349,135,55.5,500000,6152894.36350265,43.36583804,132.00068633,138.00068633,57,54,0.00158264,0.00089821       
5350,135,58.5,500000,6486973.68159123,17.28559012,132.00029652,138.00029652,60,57,0.00171544,0.00089778       
5351,135,61.5,500000,6821210.16354846,75.00168639,132.0014087,138.0014087,63,60,0.00187823,0.00089737         
5352,135,64.5,500000,7155594.69042272,74.9735918,132.00156059,138.00156059,66,63,0.00208153,0.00089698        
5353,135,67.5,500000,7490116.49920736,74.3380756,132.00174059,138.00174059,69,66,0.00234145,0.00089663        
5354,135,70.5,500000,7824763.29914969,29.02907273,132.00077916,138.00077916,72,69,0.00268406,0.00089631       
5355,135,73.5,500000,8159521.40583675,93.90356377,132.00296207,138.00296207,75,72,0.00315437,0.00089604       
5356,135,76.5,500000,8494375.89161647,22.87301296,132.00087774,138.00087774,78,75,0.00383744,0.0008958        
5357,135,79.5,500000,8829310.75068659,69.03981958,132.00339368,138.00339368,81,78,0.00491554,0.00089561       
5358,135,82.5,500000,9164309.07697639,84.83815949,132.00582211,138.00582211,84,81,0.00686261,0.00089546       
5359,135,85.5,500000,9499353.25276234,22.17852291,132.002532,138.002532,87,84,0.01141647,0.00089536           
5360,135,88.5,500000,9834425.14580183,32.59519388,132.01115331,138.01115331,90,87,0.03421765,0.00089531       
5401,141,-88.5,500000,-9834425.14580183,32.59519388,138.01115331,144.01115331,-87,-90,0.03421765,0.00089531   
5402,141,-85.5,500000,-9499353.25276234,22.17852291,138.002532,144.002532,-84,-87,0.01141647,0.00089536       
5403,141,-82.5,500000,-9164309.07697639,84.83815949,138.00582211,144.00582211,-81,-84,0.00686261,0.00089546   
5404,141,-79.5,500000,-8829310.75068659,69.03981958,138.00339368,144.00339368,-78,-81,0.00491554,0.00089561   
5405,141,-76.5,500000,-8494375.89161647,22.87301296,138.00087774,144.00087774,-75,-78,0.00383744,0.0008958    
5406,141,-73.5,500000,-8159521.40583675,93.90356377,138.00296207,144.00296207,-72,-75,0.00315437,0.00089604   
5407,141,-70.5,500000,-7824763.29914969,29.02907273,138.00077916,144.00077916,-69,-72,0.00268406,0.00089631   
5408,141,-67.5,500000,-7490116.49920736,74.3380756,138.00174059,144.00174059,-66,-69,0.00234145,0.00089663    
5409,141,-64.5,500000,-7155594.69042272,74.9735918,138.00156059,144.00156059,-63,-66,0.00208153,0.00089698    
5410,141,-61.5,500000,-6821210.16354846,75.00168639,138.0014087,144.0014087,-60,-63,0.00187823,0.00089737     
5411,141,-58.5,500000,-6486973.68159123,17.28559012,138.00029652,144.00029652,-57,-60,0.00171544,0.00089778   
5412,141,-55.5,500000,-6152894.36350265,43.36583804,138.00068633,144.00068633,-54,-57,0.00158264,0.00089821   
5413,141,-52.5,500000,-5818979.58684792,93.34679988,138.00137472,144.00137472,-51,-54,0.00147271,0.00089866   
5414,141,-49.5,500000,-5485234.9104024,5.78988637,138.00007994,144.00007994,-48,-51,0.00138062,0.00089912     
5415,141,-46.5,500000,-5151664.0173716,17.6136281,138.00022946,144.00022946,-45,-48,0.00130275,0.0008996      
5416,141,-43.5,500000,-4818268.67967382,64.00073932,138.00079132,144.00079132,-42,-45,0.00123642,0.00090007   
5417,141,-40.5,500000,-4485048.7434723,78.31219901,138.00092378,144.00092378,-39,-42,0.00117961,0.00090054    
5418,141,-37.5,500000,-4152002.13589837,92.00830929,138.00104039,144.00104039,-36,-39,0.00113076,0.00090101   
5419,141,-34.5,500000,-3819124.89267168,34.5766259,138.00037643,144.00037643,-33,-36,0.00108867,0.00090146    
5420,141,-31.5,500000,-3486411.20610157,33.46660029,138.0003522,144.0003522,-30,-33,0.00105239,0.00090189     
5421,141,-28.5,500000,-3153853.4927457,14.03072666,138.00014327,144.00014327,-27,-30,0.00102115,0.0009023     
5422,141,-25.5,500000,-2821442.47981127,99.4719521,138.00098911,144.00098911,-24,-27,0.00099436,0.00090269    
5423,141,-22.5,500000,-2489167.30921038,10.79708313,138.0001049,144.0001049,-21,-24,0.00097154,0.00090304     
5424,141,-19.5,500000,-2157015.65802494,66.77590742,138.00063589,144.00063589,-18,-21,0.00095228,0.00090336   
5425,141,-16.5,500000,-1824973.87399879,83.90574542,138.00078559,144.00078559,-15,-18,0.00093628,0.00090364   
5426,141,-13.5,500000,-1493027.12455401,76.38115199,138.00070522,144.00070522,-12,-15,0.00092329,0.00090387   
5427,141,-10.5,500000,-1161159.55772507,56.06850236,138.00051197,144.00051197,-9,-12,0.00091312,0.00090407    
5428,141,-7.5,500000,-829354.47331754,32.48521928,138.00029419,144.00029419,-6,-9,0.00090561,0.00090421       
5429,141,-4.5,500000,-497594.50252586,12.7834274,138.00011514,144.00011514,-3,-6,0.00090067,0.00090431        
5430,141,-1.5,500000,-165861.79418815,1.7378567,138.00001561,144.00001561,0,-3,0.00089821,0.00090436          
5431,141,1.5,500000,165861.79418815,1.7378567,138.00001561,144.00001561,3,0,0.00089821,0.00090436             
5432,141,4.5,500000,497594.50252586,12.7834274,138.00011514,144.00011514,6,3,0.00090067,0.00090431            
5433,141,7.5,500000,829354.47331754,32.48521928,138.00029419,144.00029419,9,6,0.00090561,0.00090421           
5434,141,10.5,500000,1161159.55772507,56.06850236,138.00051197,144.00051197,12,9,0.00091312,0.00090407        
5435,141,13.5,500000,1493027.12455401,76.38115199,138.00070522,144.00070522,15,12,0.00092329,0.00090387       
5436,141,16.5,500000,1824973.87399879,83.90574542,138.00078559,144.00078559,18,15,0.00093628,0.00090364       
5437,141,19.5,500000,2157015.65802494,66.77590742,138.00063589,144.00063589,21,18,0.00095228,0.00090336       
5438,141,22.5,500000,2489167.30921038,10.79708313,138.0001049,144.0001049,24,21,0.00097154,0.00090304         
5439,141,25.5,500000,2821442.47981127,99.4719521,138.00098911,144.00098911,27,24,0.00099436,0.00090269        
5440,141,28.5,500000,3153853.4927457,14.03072666,138.00014327,144.00014327,30,27,0.00102115,0.0009023         
5441,141,31.5,500000,3486411.20610157,33.46660029,138.0003522,144.0003522,33,30,0.00105239,0.00090189         
5442,141,34.5,500000,3819124.89267168,34.5766259,138.00037643,144.00037643,36,33,0.00108867,0.00090146        
5443,141,37.5,500000,4152002.13589837,92.00830929,138.00104039,144.00104039,39,36,0.00113076,0.00090101       
5444,141,40.5,500000,4485048.7434723,78.31219901,138.00092378,144.00092378,42,39,0.00117961,0.00090054        
5445,141,43.5,500000,4818268.67967382,64.00073932,138.00079132,144.00079132,45,42,0.00123642,0.00090007       
5446,141,46.5,500000,5151664.0173716,17.6136281,138.00022946,144.00022946,48,45,0.00130275,0.0008996          
5447,141,49.5,500000,5485234.9104024,5.78988637,138.00007994,144.00007994,51,48,0.00138062,0.00089912         
5448,141,52.5,500000,5818979.58684792,93.34679988,138.00137472,144.00137472,54,51,0.00147271,0.00089866       
5449,141,55.5,500000,6152894.36350265,43.36583804,138.00068633,144.00068633,57,54,0.00158264,0.00089821       
5450,141,58.5,500000,6486973.68159123,17.28559012,138.00029652,144.00029652,60,57,0.00171544,0.00089778       
5451,141,61.5,500000,6821210.16354846,75.00168639,138.0014087,144.0014087,63,60,0.00187823,0.00089737         
5452,141,64.5,500000,7155594.69042272,74.9735918,138.00156059,144.00156059,66,63,0.00208153,0.00089698        
5453,141,67.5,500000,7490116.49920736,74.3380756,138.00174059,144.00174059,69,66,0.00234145,0.00089663        
5454,141,70.5,500000,7824763.29914969,29.02907273,138.00077916,144.00077916,72,69,0.00268406,0.00089631       
5455,141,73.5,500000,8159521.40583675,93.90356377,138.00296207,144.00296207,75,72,0.00315437,0.00089604       
5456,141,76.5,500000,8494375.89161647,22.87301296,138.00087774,144.00087774,78,75,0.00383744,0.0008958        
5457,141,79.5,500000,8829310.75068659,69.03981958,138.00339368,144.00339368,81,78,0.00491554,0.00089561       
5458,141,82.5,500000,9164309.07697639,84.83815949,138.00582211,144.00582211,84,81,0.00686261,0.00089546       
5459,141,85.5,500000,9499353.25276234,22.17852291,138.002532,144.002532,87,84,0.01141647,0.00089536           
5460,141,88.5,500000,9834425.14580183,32.59519388,138.01115331,144.01115331,90,87,0.03421765,0.00089531       
5501,147,-88.5,500000,-9834425.14580183,32.59519388,144.01115331,150.01115331,-87,-90,0.03421765,0.00089531   
5502,147,-85.5,500000,-9499353.25276234,22.17852291,144.002532,150.002532,-84,-87,0.01141647,0.00089536       
5503,147,-82.5,500000,-9164309.07697639,84.83815949,144.00582211,150.00582211,-81,-84,0.00686261,0.00089546   
5504,147,-79.5,500000,-8829310.75068659,69.03981958,144.00339368,150.00339368,-78,-81,0.00491554,0.00089561   
5505,147,-76.5,500000,-8494375.89161647,22.87301296,144.00087774,150.00087774,-75,-78,0.00383744,0.0008958    
5506,147,-73.5,500000,-8159521.40583675,93.90356377,144.00296207,150.00296207,-72,-75,0.00315437,0.00089604   
5507,147,-70.5,500000,-7824763.29914969,29.02907273,144.00077916,150.00077916,-69,-72,0.00268406,0.00089631   
5508,147,-67.5,500000,-7490116.49920736,74.3380756,144.00174059,150.00174059,-66,-69,0.00234145,0.00089663    
5509,147,-64.5,500000,-7155594.69042272,74.9735918,144.00156059,150.00156059,-63,-66,0.00208153,0.00089698    
5510,147,-61.5,500000,-6821210.16354846,75.00168639,144.0014087,150.0014087,-60,-63,0.00187823,0.00089737     
5511,147,-58.5,500000,-6486973.68159123,17.28559012,144.00029652,150.00029652,-57,-60,0.00171544,0.00089778   
5512,147,-55.5,500000,-6152894.36350265,43.36583804,144.00068633,150.00068633,-54,-57,0.00158264,0.00089821   
5513,147,-52.5,500000,-5818979.58684792,93.34679988,144.00137472,150.00137472,-51,-54,0.00147271,0.00089866   
5514,147,-49.5,500000,-5485234.9104024,5.78988637,144.00007994,150.00007994,-48,-51,0.00138062,0.00089912     
5515,147,-46.5,500000,-5151664.0173716,17.6136281,144.00022946,150.00022946,-45,-48,0.00130275,0.0008996      
5516,147,-43.5,500000,-4818268.67967382,64.00073932,144.00079132,150.00079132,-42,-45,0.00123642,0.00090007   
5517,147,-40.5,500000,-4485048.7434723,78.31219901,144.00092378,150.00092378,-39,-42,0.00117961,0.00090054    
5518,147,-37.5,500000,-4152002.13589837,92.00830929,144.00104039,150.00104039,-36,-39,0.00113076,0.00090101   
5519,147,-34.5,500000,-3819124.89267168,34.5766259,144.00037643,150.00037643,-33,-36,0.00108867,0.00090146    
5520,147,-31.5,500000,-3486411.20610157,33.46660029,144.0003522,150.0003522,-30,-33,0.00105239,0.00090189     
5521,147,-28.5,500000,-3153853.4927457,14.03072666,144.00014327,150.00014327,-27,-30,0.00102115,0.0009023     
5522,147,-25.5,500000,-2821442.47981127,99.4719521,144.00098911,150.00098911,-24,-27,0.00099436,0.00090269    
5523,147,-22.5,500000,-2489167.30921038,10.79708313,144.0001049,150.0001049,-21,-24,0.00097154,0.00090304     
5524,147,-19.5,500000,-2157015.65802494,66.77590742,144.00063589,150.00063589,-18,-21,0.00095228,0.00090336   
5525,147,-16.5,500000,-1824973.87399879,83.90574542,144.00078559,150.00078559,-15,-18,0.00093628,0.00090364   
5526,147,-13.5,500000,-1493027.12455401,76.38115199,144.00070522,150.00070522,-12,-15,0.00092329,0.00090387   
5527,147,-10.5,500000,-1161159.55772507,56.06850236,144.00051197,150.00051197,-9,-12,0.00091312,0.00090407    
5528,147,-7.5,500000,-829354.47331754,32.48521928,144.00029419,150.00029419,-6,-9,0.00090561,0.00090421       
5529,147,-4.5,500000,-497594.50252586,12.7834274,144.00011514,150.00011514,-3,-6,0.00090067,0.00090431        
5530,147,-1.5,500000,-165861.79418815,1.7378567,144.00001561,150.00001561,0,-3,0.00089821,0.00090436          
5531,147,1.5,500000,165861.79418815,1.7378567,144.00001561,150.00001561,3,0,0.00089821,0.00090436             
5532,147,4.5,500000,497594.50252586,12.7834274,144.00011514,150.00011514,6,3,0.00090067,0.00090431            
5533,147,7.5,500000,829354.47331754,32.48521928,144.00029419,150.00029419,9,6,0.00090561,0.00090421           
5534,147,10.5,500000,1161159.55772507,56.06850236,144.00051197,150.00051197,12,9,0.00091312,0.00090407        
5535,147,13.5,500000,1493027.12455401,76.38115199,144.00070522,150.00070522,15,12,0.00092329,0.00090387       
5536,147,16.5,500000,1824973.87399879,83.90574542,144.00078559,150.00078559,18,15,0.00093628,0.00090364       
5537,147,19.5,500000,2157015.65802494,66.77590742,144.00063589,150.00063589,21,18,0.00095228,0.00090336       
5538,147,22.5,500000,2489167.30921038,10.79708313,144.0001049,150.0001049,24,21,0.00097154,0.00090304         
5539,147,25.5,500000,2821442.47981127,99.4719521,144.00098911,150.00098911,27,24,0.00099436,0.00090269        
5540,147,28.5,500000,3153853.4927457,14.03072666,144.00014327,150.00014327,30,27,0.00102115,0.0009023         
5541,147,31.5,500000,3486411.20610157,33.46660029,144.0003522,150.0003522,33,30,0.00105239,0.00090189         
5542,147,34.5,500000,3819124.89267168,34.5766259,144.00037643,150.00037643,36,33,0.00108867,0.00090146        
5543,147,37.5,500000,4152002.13589837,92.00830929,144.00104039,150.00104039,39,36,0.00113076,0.00090101       
5544,147,40.5,500000,4485048.7434723,78.31219901,144.00092378,150.00092378,42,39,0.00117961,0.00090054        
5545,147,43.5,500000,4818268.67967382,64.00073932,144.00079132,150.00079132,45,42,0.00123642,0.00090007       
5546,147,46.5,500000,5151664.0173716,17.6136281,144.00022946,150.00022946,48,45,0.00130275,0.0008996          
5547,147,49.5,500000,5485234.9104024,5.78988637,144.00007994,150.00007994,51,48,0.00138062,0.00089912         
5548,147,52.5,500000,5818979.58684792,93.34679988,144.00137472,150.00137472,54,51,0.00147271,0.00089866       
5549,147,55.5,500000,6152894.36350265,43.36583804,144.00068633,150.00068633,57,54,0.00158264,0.00089821       
5550,147,58.5,500000,6486973.68159123,17.28559012,144.00029652,150.00029652,60,57,0.00171544,0.00089778       
5551,147,61.5,500000,6821210.16354846,75.00168639,144.0014087,150.0014087,63,60,0.00187823,0.00089737         
5552,147,64.5,500000,7155594.69042272,74.9735918,144.00156059,150.00156059,66,63,0.00208153,0.00089698        
5553,147,67.5,500000,7490116.49920736,74.3380756,144.00174059,150.00174059,69,66,0.00234145,0.00089663        
5554,147,70.5,500000,7824763.29914969,29.02907273,144.00077916,150.00077916,72,69,0.00268406,0.00089631       
5555,147,73.5,500000,8159521.40583675,93.90356377,144.00296207,150.00296207,75,72,0.00315437,0.00089604       
5556,147,76.5,500000,8494375.89161647,22.87301296,144.00087774,150.00087774,78,75,0.00383744,0.0008958        
5557,147,79.5,500000,8829310.75068659,69.03981958,144.00339368,150.00339368,81,78,0.00491554,0.00089561       
5558,147,82.5,500000,9164309.07697639,84.83815949,144.00582211,150.00582211,84,81,0.00686261,0.00089546       
5559,147,85.5,500000,9499353.25276234,22.17852291,144.002532,150.002532,87,84,0.01141647,0.00089536           
5560,147,88.5,500000,9834425.14580183,32.59519388,144.01115331,150.01115331,90,87,0.03421765,0.00089531       
5601,153,-88.5,500000,-9834425.14580183,32.59519388,150.01115331,156.01115331,-87,-90,0.03421765,0.00089531   
5602,153,-85.5,500000,-9499353.25276234,22.17852291,150.002532,156.002532,-84,-87,0.01141647,0.00089536       
5603,153,-82.5,500000,-9164309.07697639,84.83815949,150.00582211,156.00582211,-81,-84,0.00686261,0.00089546   
5604,153,-79.5,500000,-8829310.75068659,69.03981958,150.00339368,156.00339368,-78,-81,0.00491554,0.00089561   
5605,153,-76.5,500000,-8494375.89161647,22.87301296,150.00087774,156.00087774,-75,-78,0.00383744,0.0008958    
5606,153,-73.5,500000,-8159521.40583675,93.90356377,150.00296207,156.00296207,-72,-75,0.00315437,0.00089604   
5607,153,-70.5,500000,-7824763.29914969,29.02907273,150.00077916,156.00077916,-69,-72,0.00268406,0.00089631   
5608,153,-67.5,500000,-7490116.49920736,74.3380756,150.00174059,156.00174059,-66,-69,0.00234145,0.00089663    
5609,153,-64.5,500000,-7155594.69042272,74.9735918,150.00156059,156.00156059,-63,-66,0.00208153,0.00089698    
5610,153,-61.5,500000,-6821210.16354846,75.00168639,150.0014087,156.0014087,-60,-63,0.00187823,0.00089737     
5611,153,-58.5,500000,-6486973.68159123,17.28559012,150.00029652,156.00029652,-57,-60,0.00171544,0.00089778   
5612,153,-55.5,500000,-6152894.36350265,43.36583804,150.00068633,156.00068633,-54,-57,0.00158264,0.00089821   
5613,153,-52.5,500000,-5818979.58684792,93.34679988,150.00137472,156.00137472,-51,-54,0.00147271,0.00089866   
5614,153,-49.5,500000,-5485234.9104024,5.78988637,150.00007994,156.00007994,-48,-51,0.00138062,0.00089912     
5615,153,-46.5,500000,-5151664.0173716,17.6136281,150.00022946,156.00022946,-45,-48,0.00130275,0.0008996      
5616,153,-43.5,500000,-4818268.67967382,64.00073932,150.00079132,156.00079132,-42,-45,0.00123642,0.00090007   
5617,153,-40.5,500000,-4485048.7434723,78.31219901,150.00092378,156.00092378,-39,-42,0.00117961,0.00090054    
5618,153,-37.5,500000,-4152002.13589837,92.00830929,150.00104039,156.00104039,-36,-39,0.00113076,0.00090101   
5619,153,-34.5,500000,-3819124.89267168,34.5766259,150.00037643,156.00037643,-33,-36,0.00108867,0.00090146    
5620,153,-31.5,500000,-3486411.20610157,33.46660029,150.0003522,156.0003522,-30,-33,0.00105239,0.00090189     
5621,153,-28.5,500000,-3153853.4927457,14.03072666,150.00014327,156.00014327,-27,-30,0.00102115,0.0009023     
5622,153,-25.5,500000,-2821442.47981127,99.4719521,150.00098911,156.00098911,-24,-27,0.00099436,0.00090269    
5623,153,-22.5,500000,-2489167.30921038,10.79708313,150.0001049,156.0001049,-21,-24,0.00097154,0.00090304     
5624,153,-19.5,500000,-2157015.65802494,66.77590742,150.00063589,156.00063589,-18,-21,0.00095228,0.00090336   
5625,153,-16.5,500000,-1824973.87399879,83.90574542,150.00078559,156.00078559,-15,-18,0.00093628,0.00090364   
5626,153,-13.5,500000,-1493027.12455401,76.38115199,150.00070522,156.00070522,-12,-15,0.00092329,0.00090387   
5627,153,-10.5,500000,-1161159.55772507,56.06850236,150.00051197,156.00051197,-9,-12,0.00091312,0.00090407    
5628,153,-7.5,500000,-829354.47331754,32.48521928,150.00029419,156.00029419,-6,-9,0.00090561,0.00090421       
5629,153,-4.5,500000,-497594.50252586,12.7834274,150.00011514,156.00011514,-3,-6,0.00090067,0.00090431        
5630,153,-1.5,500000,-165861.79418815,1.7378567,150.00001561,156.00001561,0,-3,0.00089821,0.00090436          
5631,153,1.5,500000,165861.79418815,1.7378567,150.00001561,156.00001561,3,0,0.00089821,0.00090436             
5632,153,4.5,500000,497594.50252586,12.7834274,150.00011514,156.00011514,6,3,0.00090067,0.00090431            
5633,153,7.5,500000,829354.47331754,32.48521928,150.00029419,156.00029419,9,6,0.00090561,0.00090421           
5634,153,10.5,500000,1161159.55772507,56.06850236,150.00051197,156.00051197,12,9,0.00091312,0.00090407        
5635,153,13.5,500000,1493027.12455401,76.38115199,150.00070522,156.00070522,15,12,0.00092329,0.00090387       
5636,153,16.5,500000,1824973.87399879,83.90574542,150.00078559,156.00078559,18,15,0.00093628,0.00090364       
5637,153,19.5,500000,2157015.65802494,66.77590742,150.00063589,156.00063589,21,18,0.00095228,0.00090336       
5638,153,22.5,500000,2489167.30921038,10.79708313,150.0001049,156.0001049,24,21,0.00097154,0.00090304         
5639,153,25.5,500000,2821442.47981127,99.4719521,150.00098911,156.00098911,27,24,0.00099436,0.00090269        
5640,153,28.5,500000,3153853.4927457,14.03072666,150.00014327,156.00014327,30,27,0.00102115,0.0009023         
5641,153,31.5,500000,3486411.20610157,33.46660029,150.0003522,156.0003522,33,30,0.00105239,0.00090189         
5642,153,34.5,500000,3819124.89267168,34.5766259,150.00037643,156.00037643,36,33,0.00108867,0.00090146        
5643,153,37.5,500000,4152002.13589837,92.00830929,150.00104039,156.00104039,39,36,0.00113076,0.00090101       
5644,153,40.5,500000,4485048.7434723,78.31219901,150.00092378,156.00092378,42,39,0.00117961,0.00090054        
5645,153,43.5,500000,4818268.67967382,64.00073932,150.00079132,156.00079132,45,42,0.00123642,0.00090007       
5646,153,46.5,500000,5151664.0173716,17.6136281,150.00022946,156.00022946,48,45,0.00130275,0.0008996          
5647,153,49.5,500000,5485234.9104024,5.78988637,150.00007994,156.00007994,51,48,0.00138062,0.00089912         
5648,153,52.5,500000,5818979.58684792,93.34679988,150.00137472,156.00137472,54,51,0.00147271,0.00089866       
5649,153,55.5,500000,6152894.36350265,43.36583804,150.00068633,156.00068633,57,54,0.00158264,0.00089821       
5650,153,58.5,500000,6486973.68159123,17.28559012,150.00029652,156.00029652,60,57,0.00171544,0.00089778       
5651,153,61.5,500000,6821210.16354846,75.00168639,150.0014087,156.0014087,63,60,0.00187823,0.00089737         
5652,153,64.5,500000,7155594.69042272,74.9735918,150.00156059,156.00156059,66,63,0.00208153,0.00089698        
5653,153,67.5,500000,7490116.49920736,74.3380756,150.00174059,156.00174059,69,66,0.00234145,0.00089663        
5654,153,70.5,500000,7824763.29914969,29.02907273,150.00077916,156.00077916,72,69,0.00268406,0.00089631       
5655,153,73.5,500000,8159521.40583675,93.90356377,150.00296207,156.00296207,75,72,0.00315437,0.00089604       
5656,153,76.5,500000,8494375.89161647,22.87301296,150.00087774,156.00087774,78,75,0.00383744,0.0008958        
5657,153,79.5,500000,8829310.75068659,69.03981958,150.00339368,156.00339368,81,78,0.00491554,0.00089561       
5658,153,82.5,500000,9164309.07697639,84.83815949,150.00582211,156.00582211,84,81,0.00686261,0.00089546       
5659,153,85.5,500000,9499353.25276234,22.17852291,150.002532,156.002532,87,84,0.01141647,0.00089536           
5660,153,88.5,500000,9834425.14580183,32.59519388,150.01115331,156.01115331,90,87,0.03421765,0.00089531       
5701,159,-88.5,500000,-9834425.14580183,32.59519388,156.01115331,162.01115331,-87,-90,0.03421765,0.00089531   
5702,159,-85.5,500000,-9499353.25276234,22.17852291,156.002532,162.002532,-84,-87,0.01141647,0.00089536       
5703,159,-82.5,500000,-9164309.07697639,84.83815949,156.00582211,162.00582211,-81,-84,0.00686261,0.00089546   
5704,159,-79.5,500000,-8829310.75068659,69.03981958,156.00339368,162.00339368,-78,-81,0.00491554,0.00089561   
5705,159,-76.5,500000,-8494375.89161647,22.87301296,156.00087774,162.00087774,-75,-78,0.00383744,0.0008958    
5706,159,-73.5,500000,-8159521.40583675,93.90356377,156.00296207,162.00296207,-72,-75,0.00315437,0.00089604   
5707,159,-70.5,500000,-7824763.29914969,29.02907273,156.00077916,162.00077916,-69,-72,0.00268406,0.00089631   
5708,159,-67.5,500000,-7490116.49920736,74.3380756,156.00174059,162.00174059,-66,-69,0.00234145,0.00089663    
5709,159,-64.5,500000,-7155594.69042272,74.9735918,156.00156059,162.00156059,-63,-66,0.00208153,0.00089698    
5710,159,-61.5,500000,-6821210.16354846,75.00168639,156.0014087,162.0014087,-60,-63,0.00187823,0.00089737     
5711,159,-58.5,500000,-6486973.68159123,17.28559012,156.00029652,162.00029652,-57,-60,0.00171544,0.00089778   
5712,159,-55.5,500000,-6152894.36350265,43.36583804,156.00068633,162.00068633,-54,-57,0.00158264,0.00089821   
5713,159,-52.5,500000,-5818979.58684792,93.34679988,156.00137472,162.00137472,-51,-54,0.00147271,0.00089866   
5714,159,-49.5,500000,-5485234.9104024,5.78988637,156.00007994,162.00007994,-48,-51,0.00138062,0.00089912     
5715,159,-46.5,500000,-5151664.0173716,17.6136281,156.00022946,162.00022946,-45,-48,0.00130275,0.0008996      
5716,159,-43.5,500000,-4818268.67967382,64.00073932,156.00079132,162.00079132,-42,-45,0.00123642,0.00090007   
5717,159,-40.5,500000,-4485048.7434723,78.31219901,156.00092378,162.00092378,-39,-42,0.00117961,0.00090054    
5718,159,-37.5,500000,-4152002.13589837,92.00830929,156.00104039,162.00104039,-36,-39,0.00113076,0.00090101   
5719,159,-34.5,500000,-3819124.89267168,34.5766259,156.00037643,162.00037643,-33,-36,0.00108867,0.00090146    
5720,159,-31.5,500000,-3486411.20610157,33.46660029,156.0003522,162.0003522,-30,-33,0.00105239,0.00090189     
5721,159,-28.5,500000,-3153853.4927457,14.03072666,156.00014327,162.00014327,-27,-30,0.00102115,0.0009023     
5722,159,-25.5,500000,-2821442.47981127,99.4719521,156.00098911,162.00098911,-24,-27,0.00099436,0.00090269    
5723,159,-22.5,500000,-2489167.30921038,10.79708313,156.0001049,162.0001049,-21,-24,0.00097154,0.00090304     
5724,159,-19.5,500000,-2157015.65802494,66.77590742,156.00063589,162.00063589,-18,-21,0.00095228,0.00090336   
5725,159,-16.5,500000,-1824973.87399879,83.90574542,156.00078559,162.00078559,-15,-18,0.00093628,0.00090364   
5726,159,-13.5,500000,-1493027.12455401,76.38115199,156.00070522,162.00070522,-12,-15,0.00092329,0.00090387   
5727,159,-10.5,500000,-1161159.55772507,56.06850236,156.00051197,162.00051197,-9,-12,0.00091312,0.00090407    
5728,159,-7.5,500000,-829354.47331754,32.48521928,156.00029419,162.00029419,-6,-9,0.00090561,0.00090421       
